18.25	0.00	213.89	213.89
18.24	0.00	213.85	213.85
18.23	0.00	213.81	213.81
18.22	0.00	213.77	213.77
18.21	0.00	213.72	213.72
18.20	0.00	213.68	213.68
18.19	0.00	213.64	213.64
18.18	0.00	213.60	213.60
18.17	0.00	213.56	213.56
18.16	0.00	213.52	213.52
18.15	0.00	213.48	213.48
18.14	0.00	213.43	213.43
18.13	0.00	213.39	213.39
18.12	0.00	213.35	213.35
18.11	0.00	213.31	213.31
18.10	0.00	213.27	213.27
18.09	0.00	213.23	213.23
18.08	0.00	213.18	213.18
18.07	0.00	213.14	213.14
18.06	0.00	213.10	213.10
18.05	0.00	213.06	213.06
18.04	0.00	213.02	213.02
18.03	0.00	212.98	212.98
18.02	0.00	212.93	212.93
18.01	0.00	212.89	212.89
18.00	0.00	212.85	212.85
17.99	0.00	212.81	212.81
17.98	0.00	212.76	212.76
17.97	0.00	212.72	212.72
17.96	0.00	212.68	212.68
17.95	0.00	212.64	212.64
17.94	0.00	212.60	212.60
17.93	0.00	212.55	212.55
17.92	0.00	212.51	212.51
17.91	0.00	212.47	212.47
17.90	0.00	212.43	212.43
17.89	0.00	212.38	212.38
17.88	0.00	212.34	212.34
17.87	0.00	212.30	212.30
17.86	0.00	212.25	212.25
17.85	0.00	212.21	212.21
17.84	0.00	212.17	212.17
17.83	0.00	212.13	212.13
17.82	0.00	212.08	212.08
17.81	0.00	212.04	212.04
17.80	0.00	212.00	212.00
17.79	0.00	211.95	211.95
17.78	0.00	211.91	211.91
17.77	0.00	211.87	211.87
17.76	0.00	211.82	211.82
17.75	0.00	211.78	211.78
17.74	0.00	211.74	211.74
17.73	0.00	211.70	211.70
17.72	0.00	211.65	211.65
17.71	0.00	211.61	211.61
17.70	0.00	211.57	211.57
17.69	0.00	211.52	211.52
17.68	0.00	211.48	211.48
17.67	0.00	211.43	211.43
17.66	0.00	211.39	211.39
17.65	0.00	211.35	211.35
17.64	0.00	211.30	211.30
17.63	0.00	211.26	211.26
17.62	0.00	211.22	211.22
17.61	0.00	211.17	211.17
17.60	0.00	211.13	211.13
17.59	0.00	211.08	211.08
17.58	0.00	211.04	211.04
17.57	0.00	211.00	211.00
17.56	0.00	210.95	210.95
17.55	0.00	210.91	210.91
17.54	0.00	210.86	210.86
17.53	0.00	210.82	210.82
17.52	0.00	210.78	210.78
17.51	0.00	210.73	210.73
17.50	0.00	210.69	210.69
17.49	0.00	210.64	210.64
17.48	0.00	210.60	210.60
17.47	0.00	210.55	210.55
17.46	0.00	210.51	210.51
17.45	0.00	210.47	210.47
17.44	0.00	210.42	210.42
17.43	0.00	210.38	210.38
17.42	0.00	210.33	210.33
17.41	0.00	210.29	210.29
17.40	0.00	210.24	210.24
17.39	0.00	210.20	210.20
17.38	0.00	210.15	210.15
17.37	0.00	210.11	210.11
17.36	0.00	210.06	210.06
17.35	0.00	210.02	210.02
17.34	0.00	209.97	209.97
17.33	0.00	209.93	209.93
17.32	0.00	209.88	209.88
17.31	0.00	209.84	209.84
17.30	0.00	209.79	209.79
17.29	0.00	209.75	209.75
17.28	0.00	209.70	209.70
17.27	0.00	209.66	209.66
17.26	0.00	209.61	209.61
17.25	0.00	209.57	209.57
17.24	0.00	209.52	209.52
17.23	0.00	209.47	209.47
17.22	0.00	209.43	209.43
17.21	0.00	209.38	209.38
17.20	0.00	209.34	209.34
17.19	0.00	209.29	209.29
17.18	0.00	209.25	209.25
17.17	0.00	209.20	209.20
17.16	0.00	209.16	209.16
17.15	0.00	209.11	209.11
17.14	0.00	209.06	209.06
17.13	0.00	209.02	209.02
17.12	0.00	208.97	208.97
17.11	0.00	208.93	208.93
17.10	0.00	208.88	208.88
17.09	0.00	208.83	208.83
17.08	0.00	208.79	208.79
17.07	0.00	208.74	208.74
17.06	0.00	208.69	208.69
17.05	0.00	208.65	208.65
17.04	0.00	208.60	208.60
17.03	0.00	208.56	208.56
17.02	0.00	208.51	208.51
17.01	0.00	208.46	208.46
17.00	0.00	208.42	208.42
16.99	0.00	208.37	208.37
16.98	0.00	208.32	208.32
16.97	0.00	208.28	208.28
16.96	0.00	208.23	208.23
16.95	0.00	208.18	208.18
16.94	0.00	208.14	208.14
16.93	0.00	208.09	208.09
16.92	0.00	208.04	208.04
16.91	0.00	207.99	207.99
16.90	0.00	207.95	207.95
16.89	0.00	207.90	207.90
16.88	0.00	207.85	207.85
16.87	0.00	207.81	207.81
16.86	0.00	207.76	207.76
16.85	0.00	207.71	207.71
16.84	0.00	207.66	207.66
16.83	0.00	207.62	207.62
16.82	0.00	207.57	207.57
16.81	0.00	207.52	207.52
16.80	0.00	207.47	207.47
16.79	0.00	207.43	207.43
16.78	0.00	207.38	207.38
16.77	0.00	207.33	207.33
16.76	0.00	207.28	207.28
16.75	0.00	207.24	207.24
16.74	0.00	207.19	207.19
16.73	0.00	207.14	207.14
16.72	0.00	207.09	207.09
16.71	0.00	207.04	207.04
16.70	0.00	207.00	207.00
16.69	0.00	206.95	206.95
16.68	0.00	206.90	206.90
16.67	0.00	206.85	206.85
16.66	0.00	206.80	206.80
16.65	0.00	206.76	206.76
16.64	0.00	206.71	206.71
16.63	0.00	206.66	206.66
16.62	0.00	206.61	206.61
16.61	0.00	206.56	206.56
16.60	0.00	206.51	206.51
16.59	0.00	206.47	206.47
16.58	0.00	206.42	206.42
16.57	0.00	206.37	206.37
16.56	0.00	206.32	206.32
16.55	0.00	206.27	206.27
16.54	0.00	206.22	206.22
16.53	0.00	206.17	206.17
16.52	0.00	206.13	206.13
16.51	0.00	206.08	206.08
16.50	0.00	206.03	206.03
16.49	0.00	205.98	205.98
16.48	0.00	205.93	205.93
16.47	0.00	205.88	205.88
16.46	0.00	205.83	205.83
16.45	0.00	205.78	205.78
16.44	0.00	205.73	205.73
16.43	0.00	205.68	205.68
16.42	0.00	205.63	205.63
16.41	0.00	205.58	205.58
16.40	0.00	205.54	205.54
16.39	0.00	205.49	205.49
16.38	0.00	205.44	205.44
16.37	0.00	205.39	205.39
16.36	0.00	205.34	205.34
16.35	0.00	205.29	205.29
16.34	0.00	205.24	205.24
16.33	0.00	205.19	205.19
16.32	0.00	205.14	205.14
16.31	0.00	205.09	205.09
16.30	0.00	205.04	205.04
16.29	0.00	204.99	204.99
16.28	0.00	204.94	204.94
16.27	0.00	204.89	204.89
16.26	0.00	204.84	204.84
16.25	0.00	204.79	204.79
16.24	0.00	204.74	204.74
16.23	0.00	204.69	204.69
16.22	0.00	204.64	204.64
16.21	0.00	204.59	204.59
16.20	0.00	204.54	204.54
16.19	0.00	204.49	204.49
16.18	0.00	204.43	204.43
16.17	0.00	204.38	204.38
16.16	0.00	204.33	204.33
16.15	0.00	204.28	204.28
16.14	0.00	204.23	204.23
16.13	0.00	204.18	204.18
16.12	0.00	204.13	204.13
16.11	0.00	204.08	204.08
16.10	0.00	204.03	204.03
16.09	0.00	203.98	203.98
16.08	0.00	203.93	203.93
16.07	0.00	203.88	203.88
16.06	0.00	203.82	203.82
16.05	0.00	203.77	203.77
16.04	0.00	203.72	203.72
16.03	0.00	203.67	203.67
16.02	0.00	203.62	203.62
16.01	0.00	203.57	203.57
16.00	0.00	203.52	203.52
15.99	0.00	203.46	203.46
15.98	0.00	203.41	203.41
15.97	0.00	203.36	203.36
15.96	0.00	203.31	203.31
15.95	0.00	203.26	203.26
15.94	0.00	203.21	203.21
15.93	0.00	203.15	203.15
15.92	0.00	203.10	203.10
15.91	0.00	203.05	203.05
15.90	0.00	203.00	203.00
15.89	0.00	202.95	202.95
15.88	0.00	202.89	202.89
15.87	0.00	202.84	202.84
15.86	0.00	202.79	202.79
15.85	0.00	202.74	202.74
15.84	0.00	202.69	202.69
15.83	0.00	202.63	202.63
15.82	0.00	202.58	202.58
15.81	0.00	202.53	202.53
15.80	0.00	202.48	202.48
15.79	0.00	202.42	202.42
15.78	0.00	202.37	202.37
15.77	0.00	202.32	202.32
15.76	0.00	202.27	202.27
15.75	0.00	202.21	202.21
15.74	0.00	202.16	202.16
15.73	0.00	202.11	202.11
15.72	0.00	202.05	202.05
15.71	0.00	202.00	202.00
15.70	0.00	201.95	201.95
15.69	0.00	201.90	201.90
15.68	0.00	201.84	201.84
15.67	0.00	201.79	201.79
15.66	0.00	201.74	201.74
15.65	0.00	201.68	201.68
15.64	0.00	201.63	201.63
15.63	0.00	201.58	201.58
15.62	0.00	201.52	201.52
15.61	0.00	201.47	201.47
15.60	0.00	201.42	201.42
15.59	0.00	201.36	201.36
15.58	0.00	201.31	201.31
15.57	0.00	201.25	201.25
15.56	0.00	201.20	201.20
15.55	0.00	201.15	201.15
15.54	0.00	201.09	201.09
15.53	0.00	201.04	201.04
15.52	0.00	200.98	200.98
15.51	0.00	200.93	200.93
15.50	0.00	200.88	200.88
15.49	0.00	200.82	200.82
15.48	0.00	200.77	200.77
15.47	0.00	200.71	200.71
15.46	0.00	200.66	200.66
15.45	0.00	200.61	200.61
15.44	0.00	200.55	200.55
15.43	0.00	200.50	200.50
15.42	0.00	200.44	200.44
15.41	0.00	200.39	200.39
15.40	0.00	200.33	200.33
15.39	0.00	200.28	200.28
15.38	0.00	200.22	200.22
15.37	0.00	200.17	200.17
15.36	0.00	200.11	200.11
15.35	0.00	200.06	200.06
15.34	0.00	200.00	200.00
15.33	0.00	199.95	199.95
15.32	0.00	199.89	199.89
15.31	0.00	199.84	199.84
15.30	0.00	199.78	199.78
15.29	0.00	199.73	199.73
15.28	0.00	199.67	199.67
15.27	0.00	199.62	199.62
15.26	0.00	199.56	199.56
15.25	0.00	199.51	199.51
15.24	0.00	199.45	199.45
15.23	0.00	199.40	199.40
15.22	0.00	199.34	199.34
15.21	0.00	199.28	199.28
15.20	0.00	199.23	199.23
15.19	0.00	199.17	199.17
15.18	0.00	199.12	199.12
15.17	0.00	199.06	199.06
15.16	0.00	199.00	199.00
15.15	0.00	198.95	198.95
15.14	0.00	198.89	198.89
15.13	0.00	198.84	198.84
15.12	0.00	198.78	198.78
15.11	0.00	198.72	198.72
15.10	0.00	198.67	198.67
15.09	0.00	198.61	198.61
15.08	0.00	198.56	198.56
15.07	0.00	198.50	198.50
15.06	0.00	198.44	198.44
15.05	0.00	198.39	198.39
15.04	0.00	198.33	198.33
15.03	0.00	198.27	198.27
15.02	0.00	198.22	198.22
15.01	0.00	198.16	198.16
15.00	0.00	198.10	198.10
14.99	0.00	198.04	198.04
14.98	0.00	197.99	197.99
14.97	0.00	197.93	197.93
14.96	0.00	197.87	197.87
14.95	0.00	197.82	197.82
14.94	0.00	197.76	197.76
14.93	0.00	197.70	197.70
14.92	0.00	197.64	197.64
14.91	0.00	197.59	197.59
14.90	0.00	197.53	197.53
14.89	0.00	197.47	197.47
14.88	0.00	197.41	197.41
14.87	0.00	197.36	197.36
14.86	0.00	197.30	197.30
14.85	0.00	197.24	197.24
14.84	0.00	197.18	197.18
14.83	0.00	197.13	197.13
14.82	0.00	197.07	197.07
14.81	0.00	197.01	197.01
14.80	0.00	196.95	196.95
14.79	0.00	196.89	196.89
14.78	0.00	196.84	196.84
14.77	0.00	196.78	196.78
14.76	0.00	196.72	196.72
14.75	0.00	196.66	196.66
14.74	0.00	196.60	196.60
14.73	0.00	196.54	196.54
14.72	0.00	196.49	196.49
14.71	0.00	196.43	196.43
14.70	0.00	196.37	196.37
14.69	0.00	196.31	196.31
14.68	0.00	196.25	196.25
14.67	0.00	196.19	196.19
14.66	0.00	196.13	196.13
14.65	0.00	196.08	196.08
14.64	0.00	196.02	196.02
14.63	0.00	195.96	195.96
14.62	0.00	195.90	195.90
14.61	0.00	195.84	195.84
14.60	0.00	195.78	195.78
14.59	0.00	195.72	195.72
14.58	0.00	195.66	195.66
14.57	0.00	195.60	195.60
14.56	0.00	195.54	195.54
14.55	0.00	195.48	195.48
14.54	0.00	195.42	195.42
14.53	0.00	195.36	195.36
14.52	0.00	195.30	195.30
14.51	0.00	195.24	195.24
14.50	0.00	195.18	195.18
14.49	0.00	195.12	195.12
14.48	0.00	195.06	195.06
14.47	0.00	195.00	195.00
14.46	0.00	194.94	194.94
14.45	0.00	194.88	194.88
14.44	0.00	194.82	194.82
14.43	0.00	194.76	194.76
14.42	0.00	194.70	194.70
14.41	0.00	194.64	194.64
14.40	0.00	194.58	194.58
14.39	0.00	194.52	194.52
14.38	0.00	194.46	194.46
14.37	0.00	194.40	194.40
14.36	0.00	194.34	194.34
14.35	0.00	194.28	194.28
14.34	0.00	194.22	194.22
14.33	0.00	194.16	194.16
14.32	0.00	194.10	194.10
14.31	0.00	194.04	194.04
14.30	0.00	193.98	193.98
14.29	0.00	193.92	193.92
14.28	0.00	193.85	193.85
14.27	0.00	193.79	193.79
14.26	0.00	193.73	193.73
14.25	0.00	193.67	193.67
14.24	0.00	193.61	193.61
14.23	0.00	193.55	193.55
14.22	0.00	193.49	193.49
14.21	0.00	193.42	193.42
14.20	0.00	193.36	193.36
14.19	0.00	193.30	193.30
14.18	0.00	193.24	193.24
14.17	0.00	193.18	193.18
14.16	0.00	193.12	193.12
14.15	0.00	193.05	193.05
14.14	0.00	192.99	192.99
14.13	0.00	192.93	192.93
14.12	0.00	192.87	192.87
14.11	0.00	192.81	192.81
14.10	0.00	192.74	192.74
14.09	0.00	192.68	192.68
14.08	0.00	192.62	192.62
14.07	0.00	192.56	192.56
14.06	0.00	192.49	192.49
14.05	0.00	192.43	192.43
14.04	0.00	192.37	192.37
14.03	0.00	192.31	192.31
14.02	0.00	192.24	192.24
14.01	0.00	192.18	192.18
14.00	0.00	192.12	192.12
13.99	0.00	192.05	192.05
13.98	0.00	191.99	191.99
13.97	0.00	191.93	191.93
13.96	0.00	191.87	191.87
13.95	0.00	191.80	191.80
13.94	0.00	191.74	191.74
13.93	0.00	191.68	191.68
13.92	0.00	191.61	191.61
13.91	0.00	191.55	191.55
13.90	0.00	191.49	191.49
13.89	0.00	191.42	191.42
13.88	0.00	191.36	191.36
13.87	0.00	191.29	191.29
13.86	0.00	191.23	191.23
13.85	0.00	191.17	191.17
13.84	0.00	191.10	191.10
13.83	0.00	191.04	191.04
13.82	0.00	190.98	190.98
13.81	0.00	190.91	190.91
13.80	0.00	190.85	190.85
13.79	0.00	190.78	190.78
13.78	0.00	190.72	190.72
13.77	0.00	190.65	190.65
13.76	0.00	190.59	190.59
13.75	0.00	190.53	190.53
13.74	0.00	190.46	190.46
13.73	0.00	190.40	190.40
13.72	0.00	190.33	190.33
13.71	0.00	190.27	190.27
13.70	0.00	190.20	190.20
13.69	0.00	190.14	190.14
13.68	0.00	190.07	190.07
13.67	0.00	190.01	190.01
13.66	0.00	189.94	189.94
13.65	0.00	189.88	189.88
13.64	0.00	189.81	189.81
13.63	0.00	189.75	189.75
13.62	0.00	189.68	189.68
13.61	0.00	189.62	189.62
13.60	0.00	189.55	189.55
13.59	0.00	189.49	189.49
13.58	0.00	189.42	189.42
13.57	0.00	189.35	189.35
13.56	0.00	189.29	189.29
13.55	0.00	189.22	189.22
13.54	0.00	189.16	189.16
13.53	0.00	189.09	189.09
13.52	0.00	189.03	189.03
13.51	0.00	188.96	188.96
13.50	0.00	188.89	188.89
13.49	0.00	188.83	188.83
13.48	0.00	188.76	188.76
13.47	0.00	188.70	188.70
13.46	0.00	188.63	188.63
13.45	0.00	188.56	188.56
13.44	0.00	188.50	188.50
13.43	0.00	188.43	188.43
13.42	0.00	188.36	188.36
13.41	0.00	188.30	188.30
13.40	0.00	188.23	188.23
13.39	0.00	188.16	188.16
13.38	0.00	188.10	188.10
13.37	0.00	188.03	188.03
13.36	0.00	187.96	187.96
13.35	0.00	187.89	187.89
13.34	0.00	187.83	187.83
13.33	0.00	187.76	187.76
13.32	0.00	187.69	187.69
13.31	0.00	187.63	187.63
13.30	0.00	187.56	187.56
13.29	0.00	187.49	187.49
13.28	0.00	187.42	187.42
13.27	0.00	187.36	187.36
13.26	0.00	187.29	187.29
13.25	0.00	187.22	187.22
13.24	0.00	187.15	187.15
13.23	0.00	187.08	187.08
13.22	0.00	187.02	187.02
13.21	0.00	186.95	186.95
13.20	0.00	186.88	186.88
13.19	0.00	186.81	186.81
13.18	0.00	186.74	186.74
13.17	0.00	186.68	186.68
13.16	0.00	186.61	186.61
13.15	0.00	186.54	186.54
13.14	0.00	186.47	186.47
13.13	0.00	186.40	186.40
13.12	0.00	186.33	186.33
13.11	0.00	186.26	186.26
13.10	0.00	186.20	186.20
13.09	0.00	186.13	186.13
13.08	0.00	186.06	186.06
13.07	0.00	185.99	185.99
13.06	0.00	185.92	185.92
13.05	0.00	185.85	185.85
13.04	0.00	185.78	185.78
13.03	0.00	185.71	185.71
13.02	0.00	185.64	185.64
13.01	0.00	185.57	185.57
13.00	0.00	185.50	185.50
12.99	0.00	185.43	185.43
12.98	0.00	185.37	185.37
12.97	0.00	185.30	185.30
12.96	0.00	185.23	185.23
12.95	0.00	185.16	185.16
12.94	0.00	185.09	185.09
12.93	0.00	185.02	185.02
12.92	0.00	184.95	184.95
12.91	0.00	184.88	184.88
12.90	0.00	184.81	184.81
12.89	0.00	184.74	184.74
12.88	0.00	184.67	184.67
12.87	0.00	184.60	184.60
12.86	0.00	184.52	184.52
12.85	0.00	184.45	184.45
12.84	0.00	184.38	184.38
12.83	0.00	184.31	184.31
12.82	0.00	184.24	184.24
12.81	0.00	184.17	184.17
12.80	0.00	184.10	184.10
12.79	0.00	184.03	184.03
12.78	0.00	183.96	183.96
12.77	0.00	183.89	183.89
12.76	0.00	183.82	183.82
12.75	0.00	183.75	183.75
12.74	0.00	183.67	183.67
12.73	0.00	183.60	183.60
12.72	0.00	183.53	183.53
12.71	0.00	183.46	183.46
12.70	0.00	183.39	183.39
12.69	0.00	183.32	183.32
12.68	0.00	183.24	183.24
12.67	0.00	183.17	183.17
12.66	0.00	183.10	183.10
12.65	0.00	183.03	183.03
12.64	0.00	182.96	182.96
12.63	0.00	182.88	182.88
12.62	0.00	182.81	182.81
12.61	0.00	182.74	182.74
12.60	0.00	182.67	182.67
12.59	0.00	182.60	182.60
12.58	0.00	182.52	182.52
12.57	0.00	182.45	182.45
12.56	0.00	182.38	182.38
12.55	0.00	182.31	182.31
12.54	0.00	182.23	182.23
12.53	0.00	182.16	182.16
12.52	0.00	182.09	182.09
12.51	0.00	182.01	182.01
12.50	0.00	181.94	181.94
12.49	0.00	181.87	181.87
12.48	0.00	181.80	181.80
12.47	0.00	181.72	181.72
12.46	0.00	181.65	181.65
12.45	0.00	181.58	181.58
12.44	0.00	181.50	181.50
12.43	0.00	181.43	181.43
12.42	0.00	181.35	181.35
12.41	0.00	181.28	181.28
12.40	0.00	181.21	181.21
12.39	0.00	181.13	181.13
12.38	0.00	181.06	181.06
12.37	0.00	180.99	180.99
12.36	0.00	180.91	180.91
12.35	0.00	180.84	180.84
12.34	0.00	180.76	180.76
12.33	0.00	180.69	180.69
12.32	0.00	180.61	180.61
12.31	0.00	180.54	180.54
12.30	0.00	180.47	180.47
12.29	0.00	180.39	180.39
12.28	0.00	180.32	180.32
12.27	0.00	180.24	180.24
12.26	0.00	180.17	180.17
12.25	0.00	180.09	180.09
12.24	0.00	180.02	180.02
12.23	0.00	179.94	179.94
12.22	0.00	179.87	179.87
12.21	0.00	179.79	179.79
12.20	0.00	179.72	179.72
12.19	0.00	179.64	179.64
12.18	0.00	179.57	179.57
12.17	0.00	179.49	179.49
12.16	0.00	179.41	179.41
12.15	0.00	179.34	179.34
12.14	0.00	179.26	179.26
12.13	0.00	179.19	179.19
12.12	0.00	179.11	179.11
12.11	0.00	179.04	179.04
12.10	0.00	178.96	178.96
12.09	0.00	178.88	178.88
12.08	0.00	178.81	178.81
12.07	0.00	178.73	178.73
12.06	0.00	178.65	178.65
12.05	0.00	178.58	178.58
12.04	0.00	178.50	178.50
12.03	0.00	178.43	178.43
12.02	0.00	178.35	178.35
12.01	0.00	178.27	178.27
12.00	0.00	178.20	178.20
11.99	0.00	178.12	178.12
11.98	0.00	178.04	178.04
11.97	0.00	177.96	177.96
11.96	0.00	177.89	177.89
11.95	0.00	177.81	177.81
11.94	0.00	177.73	177.73
11.93	0.00	177.66	177.66
11.92	0.00	177.58	177.58
11.91	0.00	177.50	177.50
11.90	0.00	177.42	177.42
11.89	0.00	177.35	177.35
11.88	0.00	177.27	177.27
11.87	0.00	177.19	177.19
11.86	0.00	177.11	177.11
11.85	0.00	177.03	177.03
11.84	0.00	176.96	176.96
11.83	0.00	176.88	176.88
11.82	0.00	176.80	176.80
11.81	0.00	176.72	176.72
11.80	0.00	176.64	176.64
11.79	0.00	176.57	176.57
11.78	0.00	176.49	176.49
11.77	0.00	176.41	176.41
11.76	0.00	176.33	176.33
11.75	0.00	176.25	176.25
11.74	0.00	176.17	176.17
11.73	0.00	176.09	176.09
11.72	0.00	176.01	176.01
11.71	0.00	175.94	175.94
11.70	0.00	175.86	175.86
11.69	0.00	175.78	175.78
11.68	0.00	175.70	175.70
11.67	0.00	175.62	175.62
11.66	0.00	175.54	175.54
11.65	0.00	175.46	175.46
11.64	0.00	175.38	175.38
11.63	0.00	175.30	175.30
11.62	0.00	175.22	175.22
11.61	0.00	175.14	175.14
11.60	0.00	175.06	175.06
11.59	0.00	174.98	174.98
11.58	0.00	174.90	174.90
11.57	0.00	174.82	174.82
11.56	0.00	174.74	174.74
11.55	0.00	174.66	174.66
11.54	0.00	174.58	174.58
11.53	0.00	174.50	174.50
11.52	0.00	174.42	174.42
11.51	0.00	174.34	174.34
11.50	0.00	174.26	174.26
11.49	0.00	174.18	174.18
11.48	0.00	174.10	174.10
11.47	0.00	174.02	174.02
11.46	0.00	173.93	173.93
11.45	0.00	173.85	173.85
11.44	0.00	173.77	173.77
11.43	0.00	173.69	173.69
11.42	0.00	173.61	173.61
11.41	0.00	173.53	173.53
11.40	0.00	173.45	173.45
11.39	0.00	173.36	173.36
11.38	0.00	173.28	173.28
11.37	0.00	173.20	173.20
11.36	0.00	173.12	173.12
11.35	0.00	173.04	173.04
11.34	0.00	172.96	172.96
11.33	0.00	172.87	172.87
11.32	0.00	172.79	172.79
11.31	0.00	172.71	172.71
11.30	0.00	172.63	172.63
11.29	0.00	172.54	172.54
11.28	0.00	172.46	172.46
11.27	0.00	172.38	172.38
