6.449	12.533	-0.082	0.000	5.469	10.933	68.192	0.000	0.000	0.000	1.876	-0.169    0	   16	0
6.449	12.533	-0.082	0.000	5.469	10.933	68.192	0.000	0.000	0.000	1.876	-0.169   20	   16	0
6.449	12.533	0.000	0.000	5.469	10.933	68.192	0.000	0.000	0.000	1.876	-0.169   20	   49	0
6.449	12.533	0.000	0.000	5.469	10.933	68.192	0.000	0.000	0.000	1.876	-0.169   53	   49	0
6.449	12.533	0.000	0.000	5.469	10.933	68.192	0.000	0.000	0.000	1.876	-0.169   53	   74	0
6.449	12.533	0.000	0.000	5.469	10.933	68.192	0.000	0.000	0.000	1.876	-0.169   78	   74	0
6.449	12.533	0.000	0.000	5.469	10.844	66.031	0.000	-0.089	-2.161	1.952	-0.107   78	  126	0
6.449	12.533	0.000	0.000	5.469	10.844	66.031	0.000	-0.089	-2.161	1.952	-0.107  130	  126	0
6.449	12.533	0.000	0.000	5.469	10.844	66.031	0.000	0.000	0.000	1.952	-0.107  130	  188	0
6.449	12.533	0.000	0.000	5.469	10.844	66.031	0.000	0.000	0.000	1.952	-0.107  192	  188	0
6.531	12.533	0.082	0.000	5.469	10.933	68.192	0.000	0.089	2.161	1.920	-0.205  192	  222	0
6.531	12.533	0.082	0.000	5.469	10.933	68.192	0.000	0.089	2.161	1.920	-0.205  226	  222	0
6.449	12.533	-0.082	0.000	5.469	10.933	68.192	0.000	0.000	0.000	1.876	-0.169  226	  232	0
6.449	12.533	-0.082	0.000	5.469	10.933	68.192	0.000	0.000	0.000	1.876	-0.169  236	  232	0
7.265	13.689	0.327	0.533	6.612	12.622	66.031	0.327	0.533	5.092	1.251	-0.131  236	  200	0
7.265	13.689	0.327	0.533	6.612	12.622	66.031	0.327	0.533	5.092	1.251	-0.131  256	  200	0
7.265	13.689	0.327	0.533	7.020	13.156	53.125	0.408	0.533	-12.906	0.587	0.213  256	  188	0
7.265	13.689	0.327	0.533	7.429	13.867	57.989	0.408	0.711	4.864	0.241	2.957  256	  155	0
7.265	13.689	0.327	0.533	7.918	14.489	60.939	0.490	0.622	2.950	1.033	2.964  256	  153	0
7.265	13.689	0.327	0.533	8.408	15.200	60.939	0.490	0.711	0.000	1.895	3.001  256	  159	0
7.265	13.689	0.327	0.533	8.898	15.822	63.429	0.490	0.622	2.489	2.686	2.952  256	  216	0
7.265	13.689	0.327	0.533	8.898	15.822	63.429	0.490	0.622	2.489	2.686	2.952  250	  216	0
7.265	13.689	0.327	0.533	9.714	17.422	73.293	0.408	0.800	7.263	4.465	2.853  250	  232	0
7.265	13.689	0.327	0.533	9.714	17.422	73.293	0.408	0.800	7.263	4.465	2.853  236	  232	0
7.265	13.689	0.327	0.533	10.449	18.844	71.558	0.408	0.711	-7.124	6.059	2.910  236	  226	0
7.265	13.689	0.327	0.533	10.449	18.844	71.558	0.408	0.711	-7.124	6.059	2.910  230	  226	0
7.265	13.689	0.327	0.533	10.449	18.844	71.558	0.408	0.711	-7.124	6.059	2.910  230	  -70	0
7.265	13.689	0.327	0.533	10.449	18.844	71.558	0.408	0.711	-7.124	6.059	2.910  -74	  -70	0
7.265	13.689	0.327	0.533	10.449	18.844	71.558	0.408	0.711	-7.124	6.059	2.910  -74	  -18	0
7.265	13.689	0.327	0.533	10.449	18.844	71.558	0.408	0.711	-7.124	6.059	2.910  -22	  -18	0
7.265	13.689	0.327	0.533	10.449	18.844	71.558	0.408	0.711	-7.124	6.059	2.910  -22	   27	0
7.265	13.689	0.327	0.533	10.449	18.844	71.558	0.408	0.711	-7.124	6.059	2.910   31	   27	0
7.265	13.689	0.327	0.533	10.449	18.844	71.558	0.408	0.711	-7.124	6.059	2.910   31	    4	0
7.265	13.689	0.327	0.533	10.449	18.844	71.558	0.408	0.711	-7.124	6.059	2.910    8	    4	0
7.265	13.689	0.327	0.533	10.449	18.844	71.558	0.408	0.711	-7.124	6.059	2.910    8	    4	0
7.265	13.689	0.327	0.533	10.449	18.844	71.558	0.408	0.711	-7.124	6.059	2.910    0	    4	0
8.653	8.800	0.000	0.000	6.612	5.867	84.281	0.000	-0.089	0.000	3.573	-0.508    0	    4	0
8.653	8.800	0.000	0.000	6.612	5.867	84.281	0.000	-0.089	0.000	3.573	-0.508    8	    4	0
8.653	8.800	0.000	0.000	6.612	5.867	84.281	0.000	-0.089	0.000	3.573	-0.508    8	    7	0
8.653	8.800	0.000	0.000	6.612	5.867	84.281	0.000	-0.089	0.000	3.573	-0.508   11	    7	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523   11	   24	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523   28	   24	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523   28	   28	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523   33	   28	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523   33	   42	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523   46	   42	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523   46	   82	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523   86	   82	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523   86	  136	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523  141	  136	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523  141	  200	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523  122	  200	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523  122	  256	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523  114	  256	0
8.653	8.800	0.000	0.000	6.612	5.956	84.281	0.000	0.000	0.000	3.501	-0.523  143	  256	0
